"eventid","iyear","imonth","iday","extended","country","country_txt","provstate","city","multiple","success","attacktype1","attacktype1_txt","targtype1","targtype1_txt","target1","gname","weaptype1","weaptype1_txt","weapsubtype1_txt","weapdetail","property","propextent_txt","ishostkid"
198212170007,1982,12,17,0,61,El Salvador,Morazan,Yamabal,0,1,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Town of Yamabal,Unknown,13,Unknown,,Seized,1,,0
198212170008,1982,12,17,0,61,El Salvador,Morazan,Guatajiagua,0,1,9,Unknown,14,Private Citizens & Property,Town of Guatajiagua,Unknown,13,Unknown,,Seized,1,,1
198212170009,1982,12,17,0,83,Guatemala,Guatemala,Guatemala City,0,1,2,Armed Assault,19,Transportation,Bus of urban transportation system,Unknown,8,Incendiary,,Incendiary,1,,0
198212180001,1982,12,18,0,61,El Salvador,Unknown,San Jose Canton,0,1,3,Bombing/Explosion,1,Business,tractors (four),Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198212180002,1982,12,18,0,61,El Salvador,Usulutan,Jiquilisco,0,1,3,Bombing/Explosion,1,Business,tractor,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198212180004,1982,12,18,0,61,El Salvador,Santa Ana,Santa Ana,0,1,1,Assassination,20,Unknown,"unk, unk",Farabundo Marti National Liberation Front (FMLN),5,Firearms,Handgun,Pistol,0,,0
198212180005,1982,12,18,0,61,El Salvador,San Salvador,Guazapa,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198212240002,1982,12,24,0,61,El Salvador,San Vicente,Santa Clara,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198212240003,1982,12,24,0,61,El Salvador,Chalatenango,La Palma,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198212260001,1982,12,26,0,61,El Salvador,Caba�as,Unknown,0,1,9,Unknown,21,Utilities,power line,Unknown,13,Unknown,,,1,,0
198212260002,1982,12,26,0,61,El Salvador,San Vicente,San Esteban Catarina,0,1,3,Bombing/Explosion,21,Utilities,a power line,Unknown,6,Explosives,Dynamite/TNT,Dynamite,1,,0
198212270001,1982,12,27,0,61,El Salvador,San Miguel,San Miguel,0,1,3,Bombing/Explosion,21,Utilities,electric high tension line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198212280001,1982,12,28,0,61,El Salvador,Chalatenango,El Coyolito,0,1,3,Bombing/Explosion,19,Transportation,Bridge at El Coyolito,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198212290001,1982,12,29,0,61,El Salvador,Unknown,Unknown,0,1,3,Bombing/Explosion,21,Utilities,High Tension Line Electrical Tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198212290002,1982,12,29,0,61,El Salvador,Unknown,Unknown,0,1,3,Bombing/Explosion,21,Utilities,High Tension Line Electrical Tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198212290003,1982,12,29,0,61,El Salvador,Usulutan,Santiago de Maria,0,1,3,Bombing/Explosion,4,Military,military vehicle,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198212300002,1982,12,30,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,two soft drink company trucks,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198301010016,1983,1,1,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,21,Utilities,Electrical Power Line Pole,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198301010017,1983,1,1,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,21,Utilities,Electrical Power Line,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198301010018,1983,1,1,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,14,Private Citizens & Property,Corner Boulevard Venezuela and 17th avenue south,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198301010023,1983,1,1,0,83,Guatemala,Izabal,Puerto Barrios,0,1,7,Facility/Infrastructure Attack,1,Business,Farm,Unknown,8,Incendiary,,Incendiary,1,,0
198301010024,1983,1,1,0,83,Guatemala,Santa Rosa,El Palmar,0,1,9,Unknown,4,Military,Military Convoy,Unknown,13,Unknown,,Ambushed,1,,0
198301030006,1983,1,3,0,61,El Salvador,San Salvador,Aguilares,0,1,7,Facility/Infrastructure Attack,1,Business,Plantation,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm; Incendiary,1,Minor (likely < $1 million),0
198301030007,1983,1,3,0,61,El Salvador,San Salvador,Aguilares,0,1,7,Facility/Infrastructure Attack,1,Business,Plantation,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm; Incendiary,1,Minor (likely < $1 million),0
198301030008,1983,1,3,0,61,El Salvador,San Vicente,Tecoluca,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301040005,1983,1,4,0,61,El Salvador,Usulutan,Usulutan,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301040006,1983,1,4,0,61,El Salvador,Usulutan,Usulutan,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301040010,1983,1,4,0,61,El Salvador,San Salvador,San Salvador,0,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,"Christina Alcaine Herrera, 15, Beatriz Alcaine Herrera, 17, sisters and*",Unknown,13,Unknown,,,0,,1
198301050006,1983,1,5,1,83,Guatemala,Guatemala,Guatemala city,0,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,"Augusto Medrano, doctor",Unknown,13,Unknown,,,0,,1
198301050012,1983,1,5,0,61,El Salvador,La Paz,Las Flores,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301050013,1983,1,5,0,61,El Salvador,Usulutan,Hacienda Machotique,0,1,2,Armed Assault,4,Military,Military Post,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301060001,1983,1,6,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,19,Transportation,Microbus,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198301060002,1983,1,6,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,19,Transportation,microbus,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198301060003,1983,1,6,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,19,Transportation,Microbus,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198301060005,1983,1,6,0,61,El Salvador,Usulutan,La Periquera,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301070001,1983,1,7,0,83,Guatemala,Huehuetenango,Calute,0,1,1,Assassination,14,Private Citizens & Property,Peasants,Unknown,5,Firearms,Handgun,Pistol,0,,0
198301070004,1983,1,7,0,61,El Salvador,Usulutan,Berlin,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301070005,1983,1,7,0,61,El Salvador,Cuscatlan,Suchitoto,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301070006,1983,1,7,0,83,Guatemala,Alta Verapaz,Santa Cruz Verapaz,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301070007,1983,1,7,0,83,Guatemala,Quiche,Unknown,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301080002,1983,1,8,0,61,El Salvador,San Salvador,San Martin,0,0,1,Assassination,2,Government (General),"Col Jorge Alberto Sosa Jarquin, 64, deputy",Unknown,6,Explosives,Unknown Explosive Type,Explosive; Pistol,0,,0
198301090001,1983,1,9,0,61,El Salvador,San Vicente,Guadalupe,0,1,3,Bombing/Explosion,1,Business,Dance Hall,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198301090006,1983,1,9,0,61,El Salvador,Chalatenango,El Paraiso,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301090007,1983,1,9,0,61,El Salvador,Chalatenango,Nueva Concepcion,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301090008,1983,1,9,0,61,El Salvador,Chalatenango,La Palma,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301090009,1983,1,9,0,61,El Salvador,Chalatenango,Tejutla,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301090010,1983,1,9,0,61,El Salvador,Chalatenango,Chalatenango,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301100002,1983,1,10,0,83,Guatemala,Solola,Unknown,0,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Victoria Saloj,Unknown,13,Unknown,,,0,,1
198301110009,1983,1,11,0,61,El Salvador,La Libertad,Valle Nuevo,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301110010,1983,1,11,0,61,El Salvador,Unknown,Lomas de Macancias,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301120002,1983,1,12,0,83,Guatemala,Chimaltenango,Pochuta,0,1,9,Unknown,4,Military,Military Patrol,Unknown,13,Unknown,,Ambushed,1,Unknown,0
198301140003,1983,1,14,0,61,El Salvador,Morazan,Jocoaitique,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,1
198301160002,1983,1,16,0,83,Guatemala,Alta Verapaz,Coban,0,1,6,Hostage Taking (Kidnapping),20,Unknown,unknown name,Unknown,13,Unknown,,,0,,1
198301160007,1983,1,16,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,Indiana Packing Plant,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm; Grenades,1,Minor (likely < $1 million),0
198301160008,1983,1,16,0,61,El Salvador,Usulut�n,Unknown,0,1,7,Facility/Infrastructure Attack,2,Government (General),Cotton Processing Cooperative,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm; Incendiary,1,Minor (likely < $1 million),0
198301170004,1983,1,17,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301170005,1983,1,17,0,83,Guatemala,Quiche,Las Pacayas,0,1,2,Armed Assault,4,Military,Military unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301170006,1983,1,17,0,83,Guatemala,Quiche,Guiscoyol,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301170007,1983,1,17,0,83,Guatemala,Totonicapan,Unknown,0,1,2,Armed Assault,3,Police,Hacienda Police Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301180008,1983,1,18,0,61,El Salvador,Morazan,Osicala,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301180009,1983,1,18,0,61,El Salvador,Morazan,Villa Rosario,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,1
198301180010,1983,1,18,0,61,El Salvador,Morazan,LLano Alegre,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301180011,1983,1,18,0,61,El Salvador,Morazan,Meanguera,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301190005,1983,1,19,0,61,El Salvador,San Salvador,Soyapango,0,1,9,Unknown,1,Business,Shop,Unknown,13,Unknown,,Attacked,1,,0
198301190006,1983,1,19,0,61,El Salvador,San Salvador,Soyapango,0,1,2,Armed Assault,2,Government (General),Offices of Antel,Unknown,5,Firearms,Unknown Gun Type,Firearm,1,,0
198301190007,1983,1,19,0,61,El Salvador,San Salvador,Soyapango,0,1,9,Unknown,4,Military,Civil Defense Headquarters,Unknown,13,Unknown,,Attacked,1,Unknown,0
198301190008,1983,1,19,0,61,El Salvador,San Salvador,Soyapango,0,1,9,Unknown,2,Government (General),City Hall,Unknown,13,Unknown,,,1,,0
198301190009,1983,1,19,0,61,El Salvador,San Salvador,Soyapango,0,1,9,Unknown,4,Military,Military Patrol near psychiatric hospital,Unknown,13,Unknown,,Attacked,1,,0
198301190010,1983,1,19,0,83,Guatemala,Quiche,Xalbal,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301200005,1983,1,20,0,83,Guatemala,Guatemala,Guatemala City,0,1,1,Assassination,3,Police,Policeman,Unknown,13,Unknown,,,0,,0
198301200007,1983,1,20,0,83,Guatemala,Guatemala,Guatemala City,0,1,3,Bombing/Explosion,3,Police,Police substation (Atlantida neighborhood ) zone 18,Unknown,5,Firearms,Unknown Gun Type,Small caliber; Grenade; Molotov cocktail,1,Unknown,0
198301200008,1983,1,20,0,83,Guatemala,Guatemala,Guatemala City,0,1,3,Bombing/Explosion,3,Police,Police subastion (El Gallito neighborhood) zone 3,Unknown,5,Firearms,Unknown Gun Type,Small caliber; Grenades; Molotov cocktail,1,Unknown,0
198301200009,1983,1,20,0,83,Guatemala,Guatemala,Guatemala City,0,1,2,Armed Assault,4,Military,"General Army Garrison, end of 5th St. , zone 1",Unknown,5,Firearms,Unknown Gun Type,Firearm,1,Unknown,0
198301200010,1983,1,20,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,2,Government (General),headquarters,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Automatic firearm; Explosives,1,Minor (likely < $1 million),0
198301210004,1983,1,21,0,61,El Salvador,Cuscatlan,Unknown,0,1,9,Unknown,3,Police,Bus,Farabundo Marti National Liberation Front (FMLN),13,Unknown,,Attacked,1,,0
198301220001,1983,1,22,0,61,El Salvador,San Vicente,San Felipe,0,1,3,Bombing/Explosion,21,Utilities,High Tension line electrical line tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198301220002,1983,1,22,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,21,Utilities,Electrical Power Line Tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198301220003,1983,1,22,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,21,Utilities,Electrical Power Line Tower,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198301220004,1983,1,22,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,Soft drink beverage truck,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198301220005,1983,1,22,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,Soft drink beverage truck,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198301220009,1983,1,22,0,61,El Salvador,Unknown,Loma de los Morcielagos,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301220010,1983,1,22,0,61,El Salvador,Unknown,Los Moros,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301230001,1983,1,23,0,61,El Salvador,Morazan,Meanguera,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301250002,1983,1,25,0,83,Guatemala,Quiche,Ixcan,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301250003,1983,1,25,0,83,Guatemala,Solola,San Lucas Toliman,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301260006,1983,1,26,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,3,Police,Police Post,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301260007,1983,1,26,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,4,Military,First Infantry Brigade Ho,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301290010,1983,1,29,0,61,El Salvador,Usulutan,San Francisco Javier,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301290011,1983,1,29,0,61,El Salvador,Usulutan,San Agustin,0,1,2,Armed Assault,14,Private Citizens & Property,Town,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198301290012,1983,1,29,0,83,Guatemala,Huehuetenango,Nenton,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301290013,1983,1,29,0,83,Guatemala,Guatemala,Villa Nueva,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301310005,1983,1,31,0,61,El Salvador,Usulutan,Berlin,0,1,2,Armed Assault,14,Private Citizens & Property,City of Berlin,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,1
198301310006,1983,1,31,0,61,El Salvador,Cuscatlan,Suchitoto,0,1,2,Armed Assault,19,Transportation,Bus,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Minor (likely < $1 million),0
198301310007,1983,1,31,0,83,Guatemala,Alta Verapaz,Coban,0,0,7,Facility/Infrastructure Attack,6,Airports & Aircraft,Airstrip,Unknown,13,Unknown,,Taken over by suprise,1,,0
198301310008,1983,1,31,0,83,Guatemala,Baja Verapaz,Rabinal,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198301310009,1983,1,31,0,83,Guatemala,Quiche,Playa Grande,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198302030006,1983,2,3,0,61,El Salvador,Morazan,Perquin,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030007,1983,2,3,0,61,El Salvador,San Vicente,San Fernando,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030008,1983,2,3,0,61,El Salvador,Morazan,Torola,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030009,1983,2,3,0,61,El Salvador,Morazan,Joateca,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030010,1983,2,3,0,61,El Salvador,Morazan,Arambala,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030011,1983,2,3,0,61,El Salvador,Morazan,Jocoaitique,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030012,1983,2,3,0,61,El Salvador,,El Rosario,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030013,1983,2,3,0,61,El Salvador,Cabanas,San Isidro,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030014,1983,2,3,0,61,El Salvador,Morazan,San Simon,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198302030015,1983,2,3,0,61,El Salvador,Morazan,Gualococti,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030016,1983,2,3,0,61,El Salvador,Morazan,Osicala,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030017,1983,2,3,0,61,El Salvador,Morazan,Delicias de Concepcion,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030018,1983,2,3,0,61,El Salvador,Morazan,Yoloaiquin,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030019,1983,2,3,0,61,El Salvador,Morazan,Cacaopera,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030020,1983,2,3,0,61,El Salvador,Morazan,Lolotiquillo,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302030021,1983,2,3,0,61,El Salvador,Morazan,Chilanga,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302070001,1983,2,7,0,61,El Salvador,Usulutan,Jiquilisco,0,1,2,Armed Assault,14,Private Citizens & Property,City of Jisquilisco,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302070002,1983,2,7,0,83,Guatemala,Quiche,Playa Grande,0,1,2,Armed Assault,4,Military,Military/Civil * Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198302080001,1983,2,8,0,61,El Salvador,Unknown,Unknown,0,1,1,Assassination,1,Business,Employees,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Handgun,Pistol,0,,0
198302080002,1983,2,8,0,83,Guatemala,Quiche,Nebaj,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198302090004,1983,2,9,0,61,El Salvador,Chalatenango,Chalatenango,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302090005,1983,2,9,0,61,El Salvador,Chalatenango,Citala,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302090006,1983,2,9,0,61,El Salvador,Chalatenango,San Ignacio,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302090007,1983,2,9,0,61,El Salvador,Chalatenango,El Poy,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198302110004,1983,2,11,0,61,El Salvador,La Libertad,Campana,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
